候选ID,策略家族,来源,分数,表达式,模拟设置JSON,变体序号,精确哈希,参数骨架,字段骨架,生成时间
arch_spread:primary,arch_spread,proven,7.8,"group_neutralize(ts_rank(anl14_stddev_ebitda_fp5/cap,126)-ts_rank(anl14_numofests_revenue_fy5/cap,126),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,33377d1a64d45d04bed20585ce8c96c8bd9035d7eaafb80869204dcfc41191e6,"group_neutralize(sub(ts_rank(div(anl14_stddev_ebitda_fp5,cap),#),ts_rank(div(anl14_numofests_revenue_fy5,cap),#)),market)","group_neutralize(sub(ts_rank(div(FIELD,FIELD),#),ts_rank(div(FIELD,FIELD),#)),market)",2026-08-01T14:17:15.543358+00:00
arch_spread:primary,arch_spread,proven,7.8,"group_neutralize(ts_rank(anl14_numofests_ebitda_fp5/cap,126)-ts_rank(anl14_stddev_revenue_fy5/cap,126),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,a451b5969e8bd0ca3c29dd190498620a87efb2945fdf972b82ff6d207c0cea73,"group_neutralize(sub(ts_rank(div(anl14_numofests_ebitda_fp5,cap),#),ts_rank(div(anl14_stddev_revenue_fy5,cap),#)),sector)","group_neutralize(sub(ts_rank(div(FIELD,FIELD),#),ts_rank(div(FIELD,FIELD),#)),sector)",2026-08-01T14:17:15.543358+00:00
arch_spread:primary,arch_spread,proven,7.8,"group_neutralize(ts_rank(anl14_numofests_ebitda_fp2/cap,126)-ts_rank(anl14_median_revenue_fy5/cap,126),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,c8a96a2a39c19b737ade6fc987a0438be6b0cf695295b48549da4b35cd08d39b,"group_neutralize(sub(ts_rank(div(anl14_numofests_ebitda_fp2,cap),#),ts_rank(div(anl14_median_revenue_fy5,cap),#)),sector)","group_neutralize(sub(ts_rank(div(FIELD,FIELD),#),ts_rank(div(FIELD,FIELD),#)),sector)",2026-08-01T14:17:15.543358+00:00
arch_spread:primary,arch_spread,proven,7.8,"group_neutralize(ts_rank(anl14_numofests_ebitda_fy5/cap,126)-ts_rank(anl14_numofests_capex_fy4/cap,126),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,568bad488defb2ed2d0085f31cec717c964764a6b7c5ebc976b238e66e371641,"group_neutralize(sub(ts_rank(div(anl14_numofests_ebitda_fy5,cap),#),ts_rank(div(anl14_numofests_capex_fy4,cap),#)),market)","group_neutralize(sub(ts_rank(div(FIELD,FIELD),#),ts_rank(div(FIELD,FIELD),#)),market)",2026-08-01T14:17:15.543358+00:00
arch_spread:primary,arch_spread,proven,7.8,"group_neutralize(ts_rank(anl14_numofests_ebitda_fy4/cap,126)-ts_rank(anl14_numofests_ndebt_fp3/cap,126),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,086ea8c1993cbf0009db3dfddb9fec03496ba32e1c00a1285bcbd5a4e1ffab6b,"group_neutralize(sub(ts_rank(div(anl14_numofests_ebitda_fy4,cap),#),ts_rank(div(anl14_numofests_ndebt_fp3,cap),#)),market)","group_neutralize(sub(ts_rank(div(FIELD,FIELD),#),ts_rank(div(FIELD,FIELD),#)),market)",2026-08-01T14:17:15.543358+00:00
arch_pv_vol:primary,arch_pv_vol,proven,7.7,"group_neutralize(rank(ts_mean(volume,126)/adv20)*-rank(ts_delta(close,126)),industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,e9e30abcb52d4c24d1652b79ed41cbeca09ed7fe2d4f0766e1d14af40982cc0f,"group_neutralize(mul(div(ts_mean(volume,#),adv20),neg(ts_delta(close,#))),industry)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),neg(ts_delta(FIELD,#))),industry)",2026-08-01T14:17:15.543358+00:00
arch_pv_vol:primary,arch_pv_vol,proven,7.550000000000001,"group_neutralize(rank(ts_mean(volume,63)/adv20)*-rank(ts_delta(close,126)),industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,3ea1e783a47021e99da963c0a7f3871bfd4e0a8acda1756601f4a3c970cd406e,"group_neutralize(mul(div(ts_mean(volume,#),adv20),neg(ts_delta(close,#))),industry)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),neg(ts_delta(FIELD,#))),industry)",2026-08-01T14:17:15.543358+00:00
arch_pv_vol:primary,arch_pv_vol,proven,7.550000000000001,"group_neutralize(rank(ts_mean(volume,126)/adv20)*-rank(ts_delta(close,63)),industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,6d5dd125b42951e9647eee9211b9bb20594fcee77fdff61f8788d25ff2dffca6,"group_neutralize(mul(div(ts_mean(volume,#),adv20),neg(ts_delta(close,#))),industry)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),neg(ts_delta(FIELD,#))),industry)",2026-08-01T14:17:15.543358+00:00
arch_vol_liq:primary,arch_vol_liq,proven,7.5,"group_neutralize(-rank(ts_std_dev(returns,126))*rank(ts_mean(volume,63)/adv20),industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,b506500f34a5249e2f316fe8514b9f35309dddbfe70dbf404e86f781ccaf9490,"group_neutralize(neg(mul(div(ts_mean(volume,#),adv20),ts_std_dev(returns,#))),industry)","group_neutralize(neg(mul(div(ts_mean(FIELD,#),FIELD),ts_std_dev(FIELD,#))),industry)",2026-08-01T14:17:15.543358+00:00
arch_delta_ts_rank:primary,arch_delta_ts_rank,proven,7.5,"group_neutralize(ts_rank(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_close_fy2,126)/cap,126)-0.5,industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,345013588029f6f1efd26daead2f0a601ac95ad0c6792304dedc659d37d4b878,"group_neutralize(sub(ts_rank(div(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_close_fy2,#),cap),#),#),industry)","group_neutralize(sub(ts_rank(div(ts_delta(FIELD,#),FIELD),#),#),industry)",2026-08-01T14:17:15.543358+00:00
arch_delta_ts_rank:primary,arch_delta_ts_rank,proven,7.5,"group_neutralize(ts_rank(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_close_fq1,126)/cap,126)-0.5,industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,cec72d88ebfc558af73d8d665ba0d36687fd0d2fac1d15b74b830cbfa7ffc15b,"group_neutralize(sub(ts_rank(div(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_close_fq1,#),cap),#),#),industry)","group_neutralize(sub(ts_rank(div(ts_delta(FIELD,#),FIELD),#),#),industry)",2026-08-01T14:17:15.543358+00:00
arch_delta_ts_rank:primary,arch_delta_ts_rank,proven,7.5,"group_neutralize(ts_rank(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_consensus_fy1,126)/cap,126)-0.5,market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,9b7287349a3bc289fe6069b87d3f39bd583a97d3d4c516cad8b2ee7f3d65512a,"group_neutralize(sub(ts_rank(div(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_consensus_fy1,#),cap),#),#),market)","group_neutralize(sub(ts_rank(div(ts_delta(FIELD,#),FIELD),#),#),market)",2026-08-01T14:17:15.543358+00:00
arch_delta_ts_rank:primary,arch_delta_ts_rank,proven,7.5,"group_neutralize(ts_rank(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_consensus_fy2,126)/cap,126)-0.5,market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,8eac88a1add63bf4bd44acfdf4e50506cb7059ba67345180de477ef9fa5bb302,"group_neutralize(sub(ts_rank(div(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_consensus_fy2,#),cap),#),#),market)","group_neutralize(sub(ts_rank(div(ts_delta(FIELD,#),FIELD),#),#),market)",2026-08-01T14:17:15.543358+00:00
arch_delta_ts_rank:primary,arch_delta_ts_rank,proven,7.5,"group_neutralize(ts_rank(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_consensus_fq1,126)/cap,126)-0.5,market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,554eda3ec5db6031b6ecfb48b0063fc23b57d8034341180a0ccb0921291d18d3,"group_neutralize(sub(ts_rank(div(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_consensus_fq1,#),cap),#),#),market)","group_neutralize(sub(ts_rank(div(ts_delta(FIELD,#),FIELD),#),#),market)",2026-08-01T14:17:15.543358+00:00
arch_delta_ts_rank:primary,arch_delta_ts_rank,proven,7.5,"group_neutralize(ts_rank(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_consensus_fq2,126)/cap,126)-0.5,market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,842724866bc3699a454cf12fc528c5519d811748409f1dbe415a92ecbb1a8892,"group_neutralize(sub(ts_rank(div(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_consensus_fq2,#),cap),#),#),market)","group_neutralize(sub(ts_rank(div(ts_delta(FIELD,#),FIELD),#),#),market)",2026-08-01T14:17:15.543358+00:00
arch_pv_vol:primary,arch_pv_vol,proven,7.45,"group_neutralize(rank(ts_mean(volume,42)/adv20)*-rank(ts_delta(close,126)),industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,8a5ab17e11748f2b77116efa80720b6be819c803797e6eb149273e0dd616ed84,"group_neutralize(mul(div(ts_mean(volume,#),adv20),neg(ts_delta(close,#))),industry)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),neg(ts_delta(FIELD,#))),industry)",2026-08-01T14:17:15.543358+00:00
arch_vol_liq:primary,arch_vol_liq,proven,7.45,"group_neutralize(-rank(ts_std_dev(returns,63))*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,c36b03000f05900f8ad0230a10f6f35617bfcde86a46d0577181407f91949abf,"group_neutralize(neg(mul(div(ts_mean(volume,#),adv20),ts_std_dev(returns,#))),market)","group_neutralize(neg(mul(div(ts_mean(FIELD,#),FIELD),ts_std_dev(FIELD,#))),market)",2026-08-01T14:17:15.543358+00:00
arch_pv_vol:primary,arch_pv_vol,proven,7.4,"group_neutralize(rank(ts_mean(volume,63)/adv20)*-rank(ts_delta(close,63)),industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,8c6cde19aa21d596350f6f0ee4d3f1626c70b92cc4ae7c3790718527b0343933,"group_neutralize(mul(div(ts_mean(volume,#),adv20),neg(ts_delta(close,#))),industry)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),neg(ts_delta(FIELD,#))),industry)",2026-08-01T14:17:15.543358+00:00
arch_pv_vol:primary,arch_pv_vol,proven,7.300000000000001,"group_neutralize(rank(ts_mean(volume,42)/adv20)*-rank(ts_delta(close,63)),industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,2b6b5d1ba6147ba4a791f57e7e5c5d039938d88a372421c43599021e4725fb40,"group_neutralize(mul(div(ts_mean(volume,#),adv20),neg(ts_delta(close,#))),industry)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),neg(ts_delta(FIELD,#))),industry)",2026-08-01T14:17:15.543358+00:00
arch_level_liquid:primary,arch_level_liquid,proven,7.3,"(group_rank(anl10_epsrevise_ratio_to_consensus_fy1/cap,market)-0.5)*rank(ts_mean(volume,63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,a461123c85f568ea49b0ba7c500edffbef0322a48cdc1dc40e4f415e2a7fa1d0,"mul(div(ts_mean(volume,#),adv20),sub(group_rank(div(anl10_epsrevise_ratio_to_consensus_fy1,cap),market),#))","mul(div(ts_mean(FIELD,#),FIELD),sub(group_rank(div(FIELD,FIELD),market),#))",2026-08-01T14:17:15.543358+00:00
arch_level_liquid:primary,arch_level_liquid,proven,7.3,"(group_rank(anl10_epsrevise_ratio_to_consensus_fy2/cap,sector)-0.5)*rank(ts_mean(volume,63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,195dbd89eb8d9e39f8fbe62d3a34ba1538f1922ab90fb80f0c48ffb3e2812520,"mul(div(ts_mean(volume,#),adv20),sub(group_rank(div(anl10_epsrevise_ratio_to_consensus_fy2,cap),sector),#))","mul(div(ts_mean(FIELD,#),FIELD),sub(group_rank(div(FIELD,FIELD),sector),#))",2026-08-01T14:17:15.543358+00:00
arch_level_liquid:primary,arch_level_liquid,proven,7.3,"(group_rank(anl10_epsrevise_ratio_to_consensus_fq1/cap,sector)-0.5)*rank(ts_mean(volume,63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,4f801e80135d14103708a9e21e0190d62bcec8afe2b8f46af7ead4d591d8691e,"mul(div(ts_mean(volume,#),adv20),sub(group_rank(div(anl10_epsrevise_ratio_to_consensus_fq1,cap),sector),#))","mul(div(ts_mean(FIELD,#),FIELD),sub(group_rank(div(FIELD,FIELD),sector),#))",2026-08-01T14:17:15.543358+00:00
arch_level_liquid:primary,arch_level_liquid,proven,7.3,"(group_rank(anl10_epsrevise_ratio_to_consensus_fq2/cap,market)-0.5)*rank(ts_mean(volume,63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,21ed10981c95d9250f4d1ed09f93121e56c907b67437d33eb971c0b8b6e4abd0,"mul(div(ts_mean(volume,#),adv20),sub(group_rank(div(anl10_epsrevise_ratio_to_consensus_fq2,cap),market),#))","mul(div(ts_mean(FIELD,#),FIELD),sub(group_rank(div(FIELD,FIELD),market),#))",2026-08-01T14:17:15.543358+00:00
arch_level_liquid:primary,arch_level_liquid,proven,7.3,"(group_rank(anl10_analyst_innovation_eps_revise_value_fy1/cap,market)-0.5)*rank(ts_mean(volume,63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,9216775e7bae9e451425b2244bd3ab4faa004511f693437e19663585227c3ed0,"mul(div(ts_mean(volume,#),adv20),sub(group_rank(div(anl10_analyst_innovation_eps_revise_value_fy1,cap),market),#))","mul(div(ts_mean(FIELD,#),FIELD),sub(group_rank(div(FIELD,FIELD),market),#))",2026-08-01T14:17:15.543358+00:00
arch_level_liquid:primary,arch_level_liquid,proven,7.3,"(group_rank(anl10_analyst_innovation_eps_normal_increase_fy1/cap,industry)-0.5)*rank(ts_mean(volume,63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,1b2b8de230bbc04c85e27c96a4eb91028f95bdf0b7e891b4e0b2cda31cdc81c5,"mul(div(ts_mean(volume,#),adv20),sub(group_rank(div(anl10_analyst_innovation_eps_normal_increase_fy1,cap),industry),#))","mul(div(ts_mean(FIELD,#),FIELD),sub(group_rank(div(FIELD,FIELD),industry),#))",2026-08-01T14:17:15.543358+00:00
arch_vol_liq:primary,arch_vol_liq,proven,7.25,"group_neutralize(-rank(ts_std_dev(returns,42))*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,75a59b5939e0f614a7c9d749fe26bc6ff24ce53800acbdb4f68222f0944d5fd9,"group_neutralize(neg(mul(div(ts_mean(volume,#),adv20),ts_std_dev(returns,#))),market)","group_neutralize(neg(mul(div(ts_mean(FIELD,#),FIELD),ts_std_dev(FIELD,#))),market)",2026-08-01T14:17:15.543358+00:00
arch_vol_liq:primary,arch_vol_liq,proven,7.25,"group_neutralize(-rank(ts_std_dev(returns,42))*rank(ts_mean(volume,63)/adv20),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,bbc98ced0d3424b96f55a0779ac1859a26a85a8e739e307ff16c714f1475c8ab,"group_neutralize(neg(mul(div(ts_mean(volume,#),adv20),ts_std_dev(returns,#))),sector)","group_neutralize(neg(mul(div(ts_mean(FIELD,#),FIELD),ts_std_dev(FIELD,#))),sector)",2026-08-01T14:17:15.543358+00:00
arch_vol_liq:primary,arch_vol_liq,proven,7.25,"group_neutralize(-rank(ts_std_dev(returns,63))*rank(ts_mean(volume,63)/adv20),industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,79ed35deedf682333c61f4da4072b69f04f83013a0c434fc6df964d2dc045ddc,"group_neutralize(neg(mul(div(ts_mean(volume,#),adv20),ts_std_dev(returns,#))),industry)","group_neutralize(neg(mul(div(ts_mean(FIELD,#),FIELD),ts_std_dev(FIELD,#))),industry)",2026-08-01T14:17:15.543358+00:00
arch_vol_liq:primary,arch_vol_liq,proven,7.050000000000001,"group_neutralize(-rank(ts_std_dev(returns,42))*rank(ts_mean(volume,63)/adv20),industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,02a0d6444f005dba3df5527e77b056ea2ff6136ce732a1dbaa75fc7c66e8e684,"group_neutralize(neg(mul(div(ts_mean(volume,#),adv20),ts_std_dev(returns,#))),industry)","group_neutralize(neg(mul(div(ts_mean(FIELD,#),FIELD),ts_std_dev(FIELD,#))),industry)",2026-08-01T14:17:15.543358+00:00
arch_regime_shift:primary,arch_regime_shift,proven,7.050000000000001,"group_neutralize(ts_zscore(anl10_smartest_roe_ff/cap,126)-ts_zscore(anl10_smartest_roe_ff/cap,252),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,1e0aea71b938eeabd226abbefc648ae82ad2e27ac9dd540b86674bdcdc99cd5a,"group_neutralize(sub(ts_zscore(div(anl10_smartest_roe_ff,cap),#),ts_zscore(div(anl10_smartest_roe_ff,cap),#)),market)","group_neutralize(sub(ts_zscore(div(FIELD,FIELD),#),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-01T14:17:15.543358+00:00
arch_regime_shift:primary,arch_regime_shift,proven,7.050000000000001,"group_neutralize(ts_zscore(anl10_smartest_roa_ff/cap,126)-ts_zscore(anl10_smartest_roa_ff/cap,252),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,88b666a343dba8a677c88b1f8bec71e185057717c42add73a4c10bd8a218a527,"group_neutralize(sub(ts_zscore(div(anl10_smartest_roa_ff,cap),#),ts_zscore(div(anl10_smartest_roa_ff,cap),#)),sector)","group_neutralize(sub(ts_zscore(div(FIELD,FIELD),#),ts_zscore(div(FIELD,FIELD),#)),sector)",2026-08-01T14:17:15.543358+00:00
arch_vwap_vol:primary,arch_vwap_vol,proven,7.0,"group_neutralize(rank((vwap-close)/close)*rank(ts_mean(volume,126)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,3959948357639b253e3c1af7f1632f3099c5c3172ec4d922df65b002bd4d632d,"group_neutralize(mul(div(sub(vwap,close),close),div(ts_mean(volume,#),adv20)),market)","group_neutralize(mul(div(sub(FIELD,FIELD),FIELD),div(ts_mean(FIELD,#),FIELD)),market)",2026-08-01T14:17:15.543358+00:00
